$FLYS,1
$VAR,FIRMWARE_VER,v2023.09.22
$VAR,DEVICE_ID,003b0020484e501420353131
$VAR,SESSION_ID,d0375c661b8f2cd48d809b43
$COL,GNSS,time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,numSV
$UNIT,GNSS,,deg,deg,m,m/s,m/s,m/s,m,m,m/s,
$DATA
$GNSS,2024-07-14T10:12:08.400Z,50.8525044,3.1502890,23.853,-0.07,0.41,-0.46,137.398,137.965,9.66,4
$GNSS,2024-07-14T10:12:08.600Z,50.8524978,3.1503204,24.338,-0.13,0.21,-0.53,66.222,62.678,4.30,4
$GNSS,2024-07-14T10:12:08.800Z,50.8524977,3.1503311,25.256,0.05,0.54,-0.14,73.137,71.325,3.75,4
$GNSS,2024-07-14T10:12:09.000Z,50.8525041,3.1502856,20.687,0.08,0.39,-0.18,46.661,47.436,2.09,5
$GNSS,2024-07-14T10:12:09.200Z,50.8525045,3.1502857,20.505,-0.10,0.19,-0.04,35.333,36.836,1.11,5
$GNSS,2024-07-14T10:12:09.400Z,50.8525068,3.1502818,20.426,-0.04,0.09,-0.14,27.511,29.494,1.07,5
$GNSS,2024-07-14T10:12:09.600Z,50.8525052,3.1502869,20.899,-0.27,-0.13,-0.10,21.912,24.316,0.87,5
$GNSS,2024-07-14T10:12:09.800Z,50.8525046,3.1502871,20.900,-0.30,-0.13,-0.12,17.987,20.704,0.84,5
$GNSS,2024-07-14T10:12:10.000Z,50.8525036,3.1502907,21.057,0.06,0.02,-0.06,15.124,17.992,1.03,5
$GNSS,2024-07-14T10:12:10.200Z,50.8525017,3.1502956,21.229,-0.04,0.01,0.02,13.041,16.017,0.85,5
$GNSS,2024-07-14T10:12:10.400Z,50.8525002,3.1502958,20.995,-0.01,0.04,0.16,11.484,14.414,0.70,5
$GNSS,2024-07-14T10:12:10.600Z,50.8525004,3.1502915,20.873,0.01,-0.11,0.12,10.441,13.280,0.67,5
$GNSS,2024-07-14T10:12:10.800Z,50.8525013,3.1502872,20.755,0.25,0.15,0.20,9.702,12.431,0.63,6
$GNSS,2024-07-14T10:12:11.000Z,50.8525010,3.1502864,20.862,0.04,0.01,0.27,9.092,11.729,0.60,6
$GNSS,2024-07-14T10:12:11.200Z,50.8525004,3.1502869,21.025,0.15,-0.02,0.30,8.586,11.143,0.49,6
$GNSS,2024-07-14T10:12:11.400Z,50.8525008,3.1502850,20.783,0.25,0.21,0.28,8.127,10.644,0.60,6
$GNSS,2024-07-14T10:12:11.600Z,50.8525007,3.1502823,20.494,0.24,0.14,0.33,7.699,10.371,0.60,6
$GNSS,2024-07-14T10:12:11.800Z,50.8524997,3.1502805,20.259,-0.21,-0.03,0.49,7.336,10.129,0.82,6
$GNSS,2024-07-14T10:12:12.000Z,50.8524987,3.1502792,20.039,-0.06,-0.07,0.72,7.081,9.959,0.74,6
$GNSS,2024-07-14T10:12:12.200Z,50.8524982,3.1502789,19.922,-0.24,0.00,0.78,6.880,9.800,0.80,6
$GNSS,2024-07-14T10:12:12.400Z,50.8524984,3.1502775,19.778,0.17,-0.13,0.62,6.687,9.706,0.72,7
$GNSS,2024-07-14T10:12:12.600Z,50.8524992,3.1502759,19.472,0.19,0.24,0.96,6.459,9.586,0.73,7
$GNSS,2024-07-14T10:12:12.800Z,50.8525000,3.1502755,19.208,0.11,0.07,0.89,6.264,9.466,0.72,7
$GNSS,2024-07-14T10:12:13.000Z,50.8524997,3.1502756,19.139,-0.10,0.04,0.86,6.046,9.316,0.77,7
$GNSS,2024-07-14T10:12:13.200Z,50.8524994,3.1502761,19.035,-0.05,0.13,0.79,5.870,9.190,0.73,7
$GNSS,2024-07-14T10:12:13.400Z,50.8524992,3.1502753,18.895,-0.03,0.21,0.86,5.720,9.074,0.70,7
$GNSS,2024-07-14T10:12:13.600Z,50.8524987,3.1502765,18.866,-0.15,0.33,0.96,5.591,8.971,0.72,7
$GNSS,2024-07-14T10:12:13.800Z,50.8524980,3.1502775,18.881,-0.21,0.31,0.92,5.482,8.879,0.75,7
$GNSS,2024-07-14T10:12:14.000Z,50.8524977,3.1502782,18.896,-0.14,0.19,0.52,5.401,8.802,0.77,7
$GNSS,2024-07-14T10:12:14.200Z,50.8524976,3.1502787,18.836,0.16,0.51,0.94,5.339,8.757,0.71,7
$GNSS,2024-07-14T10:12:14.400Z,50.8524973,3.1502793,18.678,-0.04,0.43,1.21,5.274,8.713,0.77,7
$GNSS,2024-07-14T10:12:14.600Z,50.8524968,3.1502794,18.545,-0.20,0.18,1.43,5.213,8.667,0.85,7
$GNSS,2024-07-14T10:12:14.800Z,50.8524967,3.1502793,18.427,0.17,0.12,1.51,5.153,8.632,0.85,7
$GNSS,2024-07-14T10:12:15.000Z,50.8524969,3.1502789,18.288,0.12,-0.02,1.43,5.099,8.605,0.93,7
$GNSS,2024-07-14T10:12:15.200Z,50.8524963,3.1502786,18.312,-0.64,0.07,1.17,5.016,8.566,0.88,7
$GNSS,2024-07-14T10:12:15.400Z,50.8524962,3.1502788,18.142,0.10,0.17,1.25,4.928,8.525,0.89,7
$GNSS,2024-07-14T10:12:15.600Z,50.8524965,3.1502789,17.974,0.11,0.00,1.44,4.883,8.498,0.91,7
$GNSS,2024-07-14T10:12:15.800Z,50.8524964,3.1502782,17.819,0.04,0.02,1.31,4.745,8.446,0.86,7
$GNSS,2024-07-14T10:12:16.000Z,50.8524968,3.1502777,17.816,0.12,-0.15,1.25,4.632,8.397,0.85,7
$GNSS,2024-07-14T10:12:16.200Z,50.8524974,3.1502766,17.966,0.16,-0.32,1.13,4.536,8.354,0.81,7
$GNSS,2024-07-14T10:12:16.400Z,50.8524979,3.1502755,17.992,0.15,-0.34,1.11,4.455,8.317,0.81,7
$GNSS,2024-07-14T10:12:16.600Z,50.8524984,3.1502746,18.076,0.07,-0.26,1.02,4.386,8.283,0.82,7
$GNSS,2024-07-14T10:12:16.800Z,50.8524982,3.1502745,17.957,-0.14,0.05,0.87,4.328,8.256,0.96,7
$GNSS,2024-07-14T10:12:17.000Z,50.8524980,3.1502750,17.782,-0.13,0.04,0.96,4.288,8.237,0.97,7
$GNSS,2024-07-14T10:12:17.200Z,50.8524982,3.1502753,17.604,-0.02,0.03,1.13,4.253,8.223,0.95,7
$GNSS,2024-07-14T10:12:17.400Z,50.8524984,3.1502757,17.355,-0.09,-0.02,1.20,4.233,8.208,1.01,8
$GNSS,2024-07-14T10:12:17.600Z,50.8524985,3.1502759,17.309,-0.24,0.12,0.96,4.212,8.191,1.09,8
$GNSS,2024-07-14T10:12:17.800Z,50.8524985,3.1502767,17.191,-0.14,0.30,1.04,4.192,8.172,1.10,8
$GNSS,2024-07-14T10:12:18.000Z,50.8524985,3.1502770,17.131,-0.01,0.12,1.07,4.176,8.151,1.05,8
$GNSS,2024-07-14T10:12:18.200Z,50.8524989,3.1502773,17.100,0.03,0.01,1.16,4.158,8.127,1.02,8
$GNSS,2024-07-14T10:12:18.400Z,50.8524992,3.1502784,17.106,-0.13,0.27,1.12,4.124,8.082,1.00,8
$GNSS,2024-07-14T10:12:18.600Z,50.8524987,3.1502791,16.780,-0.40,0.01,0.70,4.068,7.979,1.01,8
$GNSS,2024-07-14T10:12:18.800Z,50.8524996,3.1502780,16.894,0.37,-0.54,1.08,4.004,7.824,0.96,8
$GNSS,2024-07-14T10:12:19.000Z,50.8524997,3.1502774,17.127,-0.38,-0.06,0.73,3.967,7.728,1.04,8
$GNSS,2024-07-14T10:12:19.200Z,50.8525001,3.1502763,17.194,-0.04,-0.57,0.61,3.928,7.627,0.79,8
$GNSS,2024-07-14T10:12:19.400Z,50.8525007,3.1502752,17.333,0.39,-0.14,0.56,3.883,7.518,0.79,7
$GNSS,2024-07-14T10:12:19.600Z,50.8525018,3.1502755,17.620,0.31,0.38,0.15,3.857,7.452,0.65,7
