$FLYS,1
$VAR,FIRMWARE_VER,v2023.09.22
$VAR,DEVICE_ID,003b0020484e501420353131
$VAR,SESSION_ID,05f9b3732a955500a09930bd
$COL,GNSS,time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,numSV
$UNIT,GNSS,,deg,deg,m,m/s,m/s,m/s,m,m,m/s,
$DATA
$GNSS,2024-01-19T15:34:29.600Z,50.9516773,3.5651767,50.863,-0.55,0.17,-3.36,261.914,515.115,19.36,4
$GNSS,2024-01-19T15:34:29.800Z,50.9517009,3.5651315,49.121,1.17,0.20,-1.88,140.275,223.224,7.79,5
$GNSS,2024-01-19T15:34:30.000Z,50.9517358,3.5650934,49.114,1.15,0.34,-1.99,126.835,215.264,5.83,5
$GNSS,2024-01-19T15:34:30.200Z,50.9517202,3.5650594,39.110,0.66,-0.29,-1.29,98.280,170.643,3.80,5
$GNSS,2024-01-19T15:34:30.400Z,50.9516749,3.5650328,26.855,0.23,0.01,-0.49,78.369,137.726,2.90,5
$GNSS,2024-01-19T15:34:30.600Z,50.9516573,3.5650097,19.110,-0.05,0.07,-0.27,64.257,113.196,1.95,5
$GNSS,2024-01-19T15:34:30.800Z,50.9516448,3.5649850,12.635,-0.36,0.13,0.05,54.197,95.258,1.35,5
$GNSS,2024-01-19T15:34:31.000Z,50.9516413,3.5649580,6.942,-0.55,0.02,0.18,46.647,81.606,1.33,5
$GNSS,2024-01-19T15:34:31.200Z,50.9516418,3.5649352,3.099,-0.54,-0.05,0.43,41.374,71.923,1.29,5
$GNSS,2024-01-19T15:34:31.400Z,50.9516417,3.5649094,-4.784,-0.46,0.00,0.36,36.630,58.876,1.16,8
$GNSS,2024-01-19T15:34:31.600Z,50.9517361,3.5648910,0.974,-0.36,-0.09,0.41,22.956,36.593,0.92,15
$GNSS,2024-01-19T15:34:31.800Z,50.9517626,3.5648783,2.357,-0.68,0.12,0.54,16.663,26.137,0.67,16
$GNSS,2024-01-19T15:34:32.000Z,50.9517753,3.5648691,3.314,-0.25,0.04,0.53,13.289,19.975,0.59,17
$GNSS,2024-01-19T15:34:32.200Z,50.9517824,3.5648630,4.065,-0.23,0.04,0.44,11.193,16.018,0.49,18
$GNSS,2024-01-19T15:34:32.400Z,50.9517862,3.5648574,4.390,-0.13,0.05,0.35,9.747,13.221,0.43,18
$GNSS,2024-01-19T15:34:32.600Z,50.9517875,3.5648539,4.323,-0.13,0.09,0.21,8.675,11.199,0.44,18
$GNSS,2024-01-19T15:34:32.800Z,50.9517904,3.5648497,4.826,-0.06,0.06,0.15,7.828,9.699,0.44,19
$GNSS,2024-01-19T15:34:33.000Z,50.9517932,3.5648445,5.059,-0.02,0.00,0.02,7.053,8.457,0.38,19
$GNSS,2024-01-19T15:34:33.200Z,50.9517952,3.5648420,5.223,-0.04,0.03,-0.01,6.414,7.559,0.28,19
$GNSS,2024-01-19T15:34:33.400Z,50.9517975,3.5648395,5.534,-0.03,0.03,0.07,5.924,6.883,0.40,19
